stable_ID	wt_1	wt_2	mut_1	mut_2
21ur-1	5.81347	4.777977	5.392325	7.7243432
21ur-10	1.1915785	1.28798	1.00064	2.6058044
21ur-1627	0	0.0415476	14.620464	20.5672512
21ur-1000	4.0441545	6.5229706	4.058142	14.0992612
21ur-10002	0.1444345	0.3323808	0.222364	0.0465322
21ur-10003	0.6138446	0.4154766	1.278593	0.5118542
21ur-10004	0.2527595	0.2077382	0.444728	0.2791932
21ur-10009	0.288868	0.207738	0.611501	0.4187894
21ur-1001	13.649017	16.3698	20.401882	13.5408644
21ur-10010	0.613845	0.6647616	0.667092	0.186129
21ur-10011	0.0361085	0.0415476	0.111182	0.0930644
21ur-10012	9.7493005	6.6476172	19.512458	8.8876484
21ur-10013	0	0.0830952	0.055591	0.0930644
21ur-10014	0.1805425	0.2077376	0.500319	0.41879
21ur-10015	1.48045	1.49571	1.38978	1.9078192
21ur-10016	3.1053385	1.6619032	5.225551	5.0720166
21ur-10017	0.6499535	0.6647616	0.333546	0.7445146
21ur-10018	0.0361085	0.0415476	0	0
21ur-10019	0.0722171	0	0.111182	0
21ur-1002	2.7803585	3.9885728	2.33482	3.0245922
21ur-10020	0.1805425	0.6647618	0.611501	2.2800746
21ur-10021	0.4694111	0.290833	0.389137	0.744515
21ur-10022	0.9027136	0.830952	0.889456	1.1167734
21ur-10023	0.25276	0.124643	0.055591	0.186129
21ur-10024	0.1083256	0.0415476	0	0
21ur-10025	0.7943871	0.540119	1.556548	0.5118542
21ur-10026	0.938822	1.57881	2.723962	1.48903
21ur-10027	0.7943878	0.5401188	0.945047	0.372258
21ur-10029	5.6329285	3.90547	10.673474	6.74717
21ur-1003	0.433302	0.4570232	0.611501	0.6979826
21ur-10030	0.108326	0.16619	0.500319	2.5127344
21ur-10032	0.4694107	0.9140468	1.334184	0.8375796
21ur-10033	1.9859725	2.1189272	2.279229	1.535563
21ur-10034	0.6499536	0.789405	0.722683	0.0930644
21ur-10035	0.324977	0.373928	0.333546	0.7445152
21ur-10036	0.613845	0.457024	0.500319	0.2326612
21ur-10037	2.3831671	1.41262	0.722683	0.930644
21ur-10038	0	0.124643	0.111182	0.325725
21ur-10039	1.5165582	0.7478574	1.223002	0.4653216
21ur-1004	0.1444341	0.0415476	0.055591	0.1395966
21ur-10040	0.072217	0.0415476	0.055591	0.0930644
21ur-10042	0.2166516	0.3739286	0.222364	0
21ur-10043	1.5165585	0.9140472	1.945685	0.2791934
21ur-10044	0.1083255	0.2077382	0.055591	0.1395966
21ur-10045	0.541628	0.457024	0.611501	0.5118546
21ur-10046	0.2527601	0.1661904	0.277955	0.279193
21ur-10047	1.552667	2.2435728	0.889456	1.8612884
21ur-10048	0.2888685	0.2908336	0.333546	0.0930644
21ur-10049	0.397194	0.6232146	0.778274	0.8375802
21ur-1005	62.7926932	40.0519182	118.575416	63.4233692
21ur-10052	0.108326	0.124643	0.55591	0.279193
21ur-10053	0.0361085	0.0415476	0.111182	0
21ur-10054	0.144434	0.0830952	0.166773	0.3257252
21ur-10055	0.0722171	0.0415476	0	0
21ur-10056	0.4333021	0.0830952	0	0
21ur-10057	0.9027137	0.9971416	1.000638	0.9771762
21ur-10058	0	0	0.055591	0.372258
21ur-10059	0	0.16619	0	0.0465322
21ur-1006	8.12442	9.6805852	3.61342	5.4908022
21ur-10061	1.08326	1.24643	1.723321	0.558386
21ur-10062	0.1444341	0.2908336	0.055591	0.7910474
21ur-10063	0.433302	0.7894042	0.55591	2.18701
21ur-10064	0.397194	0.0830952	0.166773	0.2791934
21ur-10065	0.2527595	0	0.222364	0.0465322
21ur-10180	0.3971935	0.3739286	3.780191	4.7928222
21ur-10067	1.8054315	1.4126184	2.223644	2.6058014
21ur-10068	0.324977	0.3323812	0.166773	0.2791934
21ur-10069	0.361085	0.290833	0.444728	1.1167744
21ur-1007	4.2247	4.5702352	12.563582	8.18967
21ur-10070	0.6499546	0.5401186	0.667092	0.8841126
21ur-10071	1.33602	1.20488	0.277955	0.651451
21ur-10072	0.2166515	0.1246428	0.111182	0.0930644
21ur-10073	0.324977	0.373928	0.055591	0.791048
21ur-10074	0.180543	0.2908328	0.055591	0
21ur-10075	0.722171	0.0830952	0.889456	0.6049192
21ur-10077	0.505519	0.457024	0.111182	0.791048
21ur-10078	1.1915856	0.9140472	1.056229	0.2791934
21ur-10079	1.3360141	1.5372652	1.389772	1.814755
21ur-1008	23.1094655	18.156261	23.292611	9.0737764
21ur-10080	0.3249765	0.1246428	0.111182	0.232661
21ur-10081	0.108326	0	0.166773	0.232661
21ur-10082	0.0361085	0	0.055591	0.325725
21ur-10083	1.660992	0.789405	0.611501	0.465322
21ur-10084	0.613845	0.2077376	0.166773	0.186129
21ur-10088	0.722171	0.498571	0.500319	0.0465322
21ur-10089	0	0.0415476	0	0
21ur-10092	0	0	0	0
21ur-10093	0.25276	0.0830952	0.277955	0.139597
21ur-10094	0.0722171	0.124643	0	0
21ur-10096	0.144434	0.0830952	0.111182	0.0465322
21ur-10098	0.0361085	0	0.055591	0.186129
21ur-10099	0	0.207738	0	0.0465322
21ur-101	0.7221705	0.4154762	0.500319	1.0237082
21ur-1010	19.4264	19.5689334	23.848556	19.357441
21ur-10101	0.180543	0.6647616	0.111182	0.0930644
21ur-10103	1.2276885	1.6203576	1.278591	1.02371
21ur-10105	0.361085	0.498571	0.111182	0.186129
21ur-10106	0.144434	0.0830952	0.166773	0.41879
21ur-10108	1.0110395	0.3739286	0.500319	0.372258
21ur-1011	14.010095	14.9986766	4.224914	11.5400254
21ur-10112	0.8666045	1.12178	6.170602	1.6751644
21ur-10113	0.577736	0.16619	0.333546	0.511854
21ur-10114	0.180543	0.290833	0.111182	0.325725
21ur-10115	0.324977	0.3323806	0.611501	0.0465322
21ur-10116	0.324977	0.124643	0.111182	0.186129
21ur-10117	0.0722171	0	0	0.3257258
21ur-10118	0	0.0830952	0	0
21ur-10121	0	0.0415476	0	0.0465322
21ur-10122	0	0.0415476	0.055591	0.0465322
21ur-10124	0.216651	0.0830952	0.055591	0.0930644
21ur-10125	0	0	0	0
21ur-10126	0.0361085	0.0830952	0.111182	0
21ur-10127	0.0722171	0.1661906	0.55591	0.3257252
21ur-1013	0.2527595	0.4570232	0.166773	0.0930644
21ur-10130	0	0	0	0
21ur-10134	0.469411	0.0415476	0.333546	0
21ur-10135	2.0581841	0.9140466	0.889456	1.1633022
21ur-10136	0	0.0830952	0.055591	0.604919
21ur-10137	8.4855041	3.6561852	4.669644	5.909591
21ur-10138	5.4523841	6.1074952	5.003192	12.2379932
21ur-10139	0.324977	0.1661906	0.222364	0.0465322
21ur-1014	2.74425	2.2851152	1.77891	0.977176
21ur-10140	0.072217	0.0415476	0.166773	0.0465322
21ur-10141	0.144434	0.16619	0	0.41879
21ur-10142	0.866605	0.2908332	1.334185	0.9771762
21ur-10143	0.108326	0.1661904	0.277955	0.511854
21ur-10144	0.1083256	0.2077376	0.277955	0.279193
21ur-10145	27.9119392	18.114724	15.621092	30.6181472
21ur-10146	0.144434	0.0415476	0	0.186129
21ur-10147	0.361085	0.373928	0.500319	0.4653224
21ur-10148	0.541628	0.1661904	0.945047	0.5583862
21ur-10149	1.1915811	0.7478562	0.833865	0.325725
21ur-10150	1.0471485	0.830952	0.277955	0.6979832
21ur-10151	0.0361085	0.0830952	0	0
21ur-10152	0.4694105	0.0830952	0.166773	0.0465322
21ur-10153	0.108326	0.0415476	0.500319	0.186129
21ur-10154	2.1304	1.41262	2.779554	1.6286312
21ur-10156	0.7943885	0.498571	0.222364	0.8375802
21ur-10158	0.072217	0.1246428	0.111182	0
21ur-10159	1.299907	1.1217852	1.667732	1.1167722
21ur-1016	10.904728	6.9384492	9.67284	20.1019512
21ur-10160	0.180543	0.2077382	0.222364	0.139597
21ur-10161	0.686062	0.6232136	0.444728	0.372258
21ur-10162	0.1444345	0.207738	0.444728	0.279193
21ur-10163	0.1083256	0.2492856	0.055591	0
21ur-10164	7.0411585	4.32095	13.119491	5.4908
21ur-10165	0.649954	0.249286	0.667092	0.325725
21ur-10166	0.361085	0.540119	0.333546	0.1861288
21ur-10167	0.0722171	0.124643	0.111182	0
21ur-1017	24.6260361	32.6148566	19.846001	52.953655
21ur-10170	0.1083256	0.2492856	0.222364	0.325725
21ur-10172	0.686062	0.290833	0.333546	0.791048
21ur-10174	0.0722171	0.1661904	0.055591	0.232661
21ur-10175	0.3610851	0.2077376	0.333546	0.6049184
21ur-10176	0.144434	0.124643	0.833865	0.0930644
21ur-10177	1.0832565	1.32952	1.334181	0.558386
21ur-10179	1.2276885	0.955595	1.00064	1.67516
21ur-1018	14.0462031	16.826738	14.175664	39.0405584
21ur-7425	0.288868	0.16619	2.446005	3.1641942
21ur-10181	0.0361085	0.0415476	0	0
21ur-10183	0.0361085	0	0	0.139597
21ur-10184	0	0.0830952	0.166773	0.0930644
21ur-10185	0.0722171	0.124643	0	0.372258
21ur-10187	0.0361085	0.0830952	0.111182	0.139597
21ur-10188	0.0722171	0.0830952	0	0
21ur-10189	0.97493	0.706309	0.333546	1.25637
21ur-1019	1.9498571	1.3295252	1.33418	1.07024
21ur-10190	0.1444345	0.0830952	0.333546	0.0930644
21ur-10199	1.0110387	1.3295256	1.500956	1.2098392
21ur-102	15.707237	24.0144898	14.342437	18.3337226
21ur-1020	0.505519	0.4985712	0.277955	0.5583862
21ur-10200	0.180543	0.249286	0.444728	0.6049182
21ur-10201	4.4413528	2.3266686	4.614054	0.8375796
21ur-10202	1.7693155	1.1633352	1.556552	1.4425
21ur-10205	0.0361085	0.16619	0.111182	0.3257252
21ur-10206	7.474461	5.1934504	7.171239	9.1203086
21ur-10207	3.0331161	2.1604796	5.225552	2.8849976
21ur-10208	0.541628	1.0386902	0.945047	0.3722574
21ur-10209	0.2166515	0.207738	0.055591	0.139597
21ur-1021	52.4656615	67.4316984	89.501569	57.4672774
21ur-10211	0	0.0830952	0.222364	0.1395966
21ur-10212	0.0722171	0.207738	0.389137	0.372258
21ur-10213	0.108326	0.0415476	0	0.0930644
21ur-10214	0.3249765	0.1661904	0.277955	0.3257252
21ur-10215	0.5777361	0.664762	1.389771	1.1633044
21ur-10216	0.1083255	0.2908336	0.222364	0.1395966
21ur-10217	2.9247931	2.1604776	1.16741	2.6523322
21ur-10218	1.877643	1.20488	1.1952055	0.6049182
21ur-10219	1.516558	0.290833	0.778274	0.139597
21ur-1022	11.6269295	12.8382152	11.674082	34.7595932
21ur-10220	0.72217	0.6232138	0.111182	0.232661
21ur-10221	2.49149	2.16047	6.05942	1.62863
21ur-10224	0.3249771	0.1246428	0.333546	0.0465322
21ur-10225	1.1915856	1.3295256	1.723321	1.9078188
21ur-10226	0.072217	0.0415476	0.055591	0.41879
21ur-10228	0.2527595	0.0830952	0.277955	0.558386
21ur-10229	0.0722171	0.1246428	0.111182	0
21ur-1023	2.672027	1.99428	2.390412	1.90782
21ur-10230	0.0361085	0	0.277955	0.0465322
21ur-10231	0	0	0	0
21ur-10232	2.527595	2.5759488	2.223641	1.4890306
21ur-10233	1.22769	1.1217856	1.056229	0.9771772
21ur-10234	3.8997256	3.0329776	1.445364	1.6751592
21ur-10235	2.3470571	2.0773776	3.78019	2.18701
21ur-10236	0	0.0830952	0	0
21ur-10237	0.180543	0.207738	0.055591	0.0930644
21ur-10238	0.505519	0.0830952	0.166773	0.2326612
21ur-10239	0.1083255	0.1661904	0.055591	0.1395966
21ur-1390	0.180543	0.124643	1.500962	2.2800822
21ur-10242	0.216651	0.0415476	0.055591	0
21ur-10243	0.288868	0.124643	0.444728	0.7910474
21ur-10244	0.1083255	0.1246428	0.444728	0.139597
21ur-10245	1.0110381	0.955594	0.833865	0.1861292
21ur-10246	1.91375	1.16333	5.837053	3.30379
21ur-10247	0.3971936	0.3739286	0.778274	0.465323
21ur-10248	0.6138446	0.373928	0	0.325725
21ur-10249	0.108326	0.332381	0.611501	2.885
21ur-1025	176.6425815	109.4358806	191.288638	94.6930382
21ur-10250	2.8525696	1.2464252	1.000638	0.604919
21ur-10252	3.7552831	3.1991642	4.002552	5.2116006
21ur-10254	3.9358256	2.160475	4.50287	1.1633056
21ur-10255	0	0	0	0
21ur-10256	0.2166515	0.3739286	0.111182	0.325725
21ur-10258	0.613845	0.955595	0.833865	0.372258
21ur-10259	2.2748371	2.3266632	2.056863	0.9306442
21ur-1026	11.6269345	10.3038476	7.4492	3.58298
21ur-10260	0.0361085	0.0415476	0	0.1861292
21ur-10261	0.8666045	0.955595	0.444728	0.4187902
21ur-10262	1.2637955	1.537261	3.613413	1.1633052
21ur-10263	0.1444345	0.0830952	0.055591	0.0465322
21ur-10264	1.985967	1.5372576	4.22492	1.67516
21ur-10265	0.7582786	0.8309516	1.223002	0.6049184
21ur-10266	0.6499535	0.664761	0.611501	0.372258
21ur-10267	0.2166515	0.0830952	0.222364	0.2791932
21ur-10268	0.4333025	0.8724996	0.500319	2.000883
21ur-10269	0.1444341	0.1246428	0	0
21ur-1027	7.2939262	6.689158	4.447279	7.1659574
21ur-10270	0.2166515	0.1246428	0.667092	0.372258
21ur-10271	0.144434	0.0415476	0.222364	0.3257256
21ur-10274	0.7582792	0.4570232	0.166773	0.3722582
21ur-10275	0.5777366	0.4985718	0.722683	0.6514516
21ur-10276	1.4443385	1.6203552	1.834502	0.9306444
21ur-10277	0.2166516	0.1661904	0.500319	0.1395966
21ur-10278	0.0361085	0	0.055591	0
21ur-10279	0	0.0830952	0	0.0465322
21ur-1028	0.144434	0.332381	0.389137	1.34943
21ur-10280	0	0	0	0
21ur-10281	0.75828	0.7894036	1.11182	0.2791936
21ur-10283	0	0.0415476	0	0
21ur-10285	0.613846	1.1217852	0.722683	2.1404822
21ur-10286	0.072217	0.0415476	0.111182	0.4653222
21ur-10287	0.0361085	0.0830952	0	0.511854
21ur-10289	1.2637985	0.373928	1.11182	0.7445154
21ur-1029	1.22769	1.3295276	1.223002	0.977177
21ur-10291	0.1805425	0.0415476	0.055591	0
21ur-10292	0.216651	0.290833	0.222364	0.977176
21ur-10293	0.25276	0	0.222364	0.1395966
21ur-10295	0.0722171	0.207738	0	0.1861288
21ur-10297	0	0	0	0
21ur-10298	0.0361085	0.0830952	0.055591	0.0465322
21ur-10299	0.505519	0.872499	1.223	1.86129
21ur-7143	0.216651	0.16619	1.8345	2.2335422
21ur-1030	0.6138445	1.1633326	1.223002	1.954352
21ur-10301	1.047147	0.415476	1.056229	0.930644
21ur-10302	1.697106	1.2464252	1.278595	1.3494344
21ur-10304	1.1193685	0.290833	2.22364	1.25637
21ur-10305	0.3249765	0.3739288	0.611501	0.3722582
21ur-10307	0.2166515	0.4570236	0.222364	0.279193
21ur-10308	1.6609951	1.1633332	2.168054	1.8147576
21ur-1031	0.0722171	0.0830952	0	0.279193
21ur-10310	0.361085	0.249286	0.222364	0.232661
21ur-10311	4.7302175	1.828098	3.780188	0.8841122
21ur-10312	0.433302	0.415476	1.278591	4.885878
21ur-9877	0	0.0415476	0.778274	0.744515
21ur-10316	0.0361085	0	0	0
21ur-10317	4.044155	3.116073	2.557184	2.4662044
21ur-10318	1.08326	0.997142	1.945682	2.51274
21ur-10319	4.1524841	4.487138	6.003829	4.2344314
21ur-1032	8.124421	7.22928	9.394882	5.630397
21ur-10320	0.324977	0.124643	0.055591	0.4653222
21ur-10321	0.9027135	0.5401188	0.889456	1.02371
21ur-10322	0.144434	0.0830952	0.166773	0.0465322
21ur-10324	2.094295	1.5788064	0.889456	0.6514506
21ur-10325	0.0361085	0.207738	0.166773	0.0465322
21ur-10326	0.216651	0.5401192	0.389137	0.6514504
21ur-10327	0.0722171	0	0.111182	0.139597
21ur-10328	2.1304065	2.3266606	1.890099	2.14048
21ur-1033	0.1083256	0.0415476	0	0.0465322
21ur-10332	0.324977	0.0830952	0.055591	0.3257254
21ur-10333	1.51656	1.03869	1.834502	1.3029016
21ur-10334	0.3610855	0.3739284	0.833865	0.2791932
21ur-10335	2.8886785	1.2879752	1.16741	1.3494322
21ur-10337	0.216651	0.1661904	0	0.0465322
21ur-10338	0.361085	0.1661906	0.277955	0.139597
21ur-10339	0.288868	0.0415476	0.389137	0.0930644
21ur-1034	0.2888681	0.332381	0.444728	0.41879
21ur-10340	0.180543	0.0830952	0.166773	0.0930644
21ur-10342	0.108326	0.0830952	0	0.0465322
21ur-10343	0.0361085	0.0415476	0.111182	0
21ur-10344	0.180543	0	0.111182	0.279193
21ur-10345	1.841534	2.40976	2.11246	1.3494366
21ur-10346	0.1805431	0.332381	0.277955	0.0930644
21ur-10347	1.29991	1.3295276	0.55591	0.6049182
21ur-10348	0.072217	0	0	0
21ur-1035	5.1996256	5.401186	5.392325	3.8156366
21ur-10351	0.361085	0.332381	0.333546	1.16331
21ur-10352	0.108326	0.0415476	0.055591	0.0930644
21ur-10353	0.0361085	0.0830952	0	0.0465322
21ur-10354	0	0.0830952	0	0.139597
21ur-10355	0.1444345	0.249286	0.055591	0.604919
21ur-10357	0.324977	0.415476	0	0.0930644
21ur-1036	7.6550061	6.7307138	7.671555	5.9095932
21ur-10360	0.25276	0.540119	0.277955	0.8375802
21ur-10362	0.108326	0.249286	0.111182	0
21ur-10366	0.108326	0.207738	0.055591	0.372258
21ur-10368	0.0361085	0.207738	0	0.139597
21ur-10369	0.6860625	0.290833	0.500319	0.41879
21ur-10370	0.1083255	0.2908328	0.111182	0.1861292
21ur-10371	0.324977	0.373928	0	0.186129
21ur-6009	1.08326	0.8724996	5.948241	8.88765
21ur-10373	0.3610856	0.4154756	0.444728	0.2326614
21ur-4887	0.216651	0.0415476	1.223	1.76822
21ur-10375	0.3249765	0.207738	0.277955	0.4187902
21ur-10376	0.649953	0.540119	0.333546	0.2791934
21ur-10377	0.0722171	0.0415476	0	0.186129
21ur-10378	0.324977	0.124643	0.389137	0.0930644
21ur-1038	0.9749301	1.121785	1.11182	1.4424988
21ur-10380	0.144434	0.415476	0.111182	0.0930644
21ur-10382	0.1444345	0.2077376	0.222364	0.325725
21ur-10383	1.8415395	1.2048806	0.667092	0.325725
21ur-10384	0	0	0	0.0465322
21ur-10385	0.649954	0.6232136	0.444728	0.977176
21ur-10386	0.0361085	0.0415476	0	0.0465322
21ur-10388	0.180543	0.16619	0.166773	0.186129
21ur-10389	0.1444345	0.0830952	0	0
21ur-1039	5.6690441	7.1461856	2.446	3.11766
21ur-10390	0.288868	0.332381	0.277955	0.791048
21ur-10391	0	0	0	0
21ur-10398	1.805426	2.6590428	1.223	3.5364444
21ur-104	5.3440626	4.8195232	3.557823	6.8402302
21ur-9578	0	0.124643	0.889456	1.1633022
21ur-10401	0.216651	0.124643	0.111182	0.6514512
21ur-10403	0	0.0830952	0.055591	0
21ur-10404	0.0361085	0.1661906	0.222364	0.0465322
21ur-10407	0.072217	0	0.111182	0
21ur-10408	0.288868	0.16619	0.277955	0.9771762
21ur-10409	0.5055191	0.5816666	0.166773	0.6049182
21ur-1041	13.9378855	8.2679758	9.06133	7.631287
21ur-10410	1.7693215	1.495713	2.446003	2.3266144
21ur-10411	0.541628	0.2492852	1.11182	0.977176
21ur-10412	8.16053	3.19916	10.2287	6.84023
21ur-10414	0.8304966	1.3710712	0.444728	2.2800782
21ur-10415	0.180543	0.4154762	0.277955	0.511854
21ur-10416	2.3831625	1.4957158	2.279234	2.233542
21ur-10417	0.072217	0.0830952	0	0.0465322
21ur-10418	0.6138445	0.249286	0.111182	0.279193
21ur-10419	0.108326	0.0415476	0.055591	0.1395966
21ur-1042	5.3079507	4.6117776	7.727147	3.6760406
21ur-10420	0.0722171	0.0415476	0	0.0930644
21ur-10421	0.1805425	0.16619	0	0.0465322
21ur-10423	1.1915826	1.121785	0.611501	0.5583866
21ur-10425	0.1083256	0.1661906	0.055591	0.0465322
21ur-10427	1.949857	1.4541652	2.39041	1.48903
21ur-10428	0.5416281	0.6647616	0.889456	0.5118546
21ur-1043	4.2608056	1.12178	1.8345	2.6523322
21ur-10430	0	0	0	0
21ur-10431	1.0832555	0.6232136	1.11182	0.5118544
21ur-10432	8.8826985	4.8610676	13.897791	5.863057
21ur-10433	3.1053385	1.6619	1.00064	0.744515
21ur-10434	0.577736	0.249286	1.05623	1.3029
21ur-10435	1.6248885	1.0802376	0.945047	1.4425
21ur-10436	0.180543	0	0.55591	1.0237082
21ur-10437	0.469411	0.0830952	0.166773	0.0465322
21ur-10438	0.0722171	0.0830952	0	0.0465322
21ur-10439	0.0361085	0.0830952	0.055591	0.279193
21ur-1044	1.480453	1.5372652	0.55591	2.00088
21ur-10440	0.6138445	0.664761	2.223643	1.4890322
21ur-10441	5.5246081	5.0272576	3.946965	3.0711214
21ur-10442	0.5055195	0.124643	0.333546	0.1395966
21ur-10443	0.180543	0.3323806	0.111182	0
21ur-10444	0	0	0	0.0930644
21ur-10445	0	0	0.055591	0.325725
21ur-10446	1.08326	1.2464252	1.55655	2.7919322
21ur-10449	2.997007	1.6203576	4.780831	5.5373344
21ur-10450	0.216651	0.0830952	0.222364	0.139597
21ur-10451	0.108326	0.124643	0.166773	0
21ur-10453	0.072217	0.0830952	0.111182	0.1395966
21ur-10454	0	0	0.055591	0
21ur-10455	0.0361085	0	0	0.1395966
21ur-10456	0.0722171	0.0830952	0.055591	0.0465322
21ur-10457	1.8776485	0.872499	1.66773	1.3494344
21ur-10458	0.108326	0.290833	0	0.139597
21ur-10459	0.0722171	0.0415476	0	0.186129
21ur-1046	0.6138445	0.5816658	0.222364	0.465322
21ur-10460	0	0.124643	0	0
21ur-10462	8.7743755	6.6060652	29.574437	12.4706254
21ur-10464	0.0722171	0.16619	0.055591	0.1861288
21ur-10466	0.216651	0.2908336	0.222364	1.0237084
21ur-9317	0	0.0415476	0.611501	0.8375804
21ur-10468	0.216651	0.0415476	0	0.3257252
21ur-10469	0.216651	0.0830952	0.055591	0
21ur-1047	19.06526	23.349781	29.741219	26.0580224
21ur-10470	0.2166515	0.2077376	0.055591	0.0465322
21ur-10471	0.5416278	0.5401188	0.889456	0.744516
21ur-10473	2.7081411	2.0358328	4.336102	0.8841122
21ur-10475	0.2166511	0.124643	0.722683	1.1167732
21ur-10476	3.1053376	2.742143	3.057508	1.3959656
21ur-10477	0.8666051	0.5816666	0.444728	0.372258
21ur-10478	0.1083256	0.0415476	0.111182	0
21ur-10479	0.3971941	0.1246428	0.166773	0.0930644
21ur-1048	0.0722171	0.0415476	0.222364	0.139597
21ur-10480	0.0722171	0	0	0
21ur-10481	0.0361085	0	0.055591	0
21ur-10482	2.2387271	0.664761	1.72332	0.372258
21ur-10486	0	0.0415476	0.111182	0
21ur-10487	0.216651	0.16619	0.667092	1.53556
21ur-10488	0.324977	0.0830952	0.611501	0.465322
21ur-10489	0	0	0	0
21ur-1049	10.5436682	7.1046428	15.676637	13.540861
21ur-10490	0.0361085	0.124643	0.055591	0.0465322
21ur-10491	0.0722171	0.0415476	0.111182	0
21ur-10492	0.4694113	0.1661904	0	0
21ur-10493	0.144434	0.0415476	0.389137	0.232661
21ur-105	5.63293	7.6447576	4.224914	3.02459
21ur-1050	34.8086694	53.8872332	66.987197	93.7623664
21ur-10500	7.4744641	6.439873	6.726513	3.1176622
21ur-10504	1.2276885	1.32952	1.16741	1.8147544
21ur-10506	0.2166515	0.2492852	0.389137	0.465322
21ur-10507	4.0802626	3.4899934	4.169322	3.7225766
21ur-10508	9.53265	6.7722552	6.837691	4.5136212
21ur-10509	0.866605	0.830952	0.444728	0.930644
21ur-1051	50.7686367	42.6694194	57.703421	26.3837866
21ur-10510	0.2527596	0.290833	0.389137	0.744515
21ur-10511	3.321987	2.0773752	9.283701	4.6997524
21ur-10512	0.1805425	0.16619	0.166773	0.325725
21ur-10513	0.5416286	0.7894048	0.55591	0.744515
21ur-10514	0.0722171	0.0415476	0.166773	0.186129
21ur-10515	2.5998171	1.70345	1.94569	1.07024
21ur-10516	0	0.0415476	0.111182	0.232661
21ur-10517	0.072217	0	0	0.0930644
21ur-10518	4.2608055	2.2020206	2.168051	1.3029022
21ur-1052	2.74425	1.99428	3.89137	3.25725
21ur-10520	0	0	0	0
21ur-10521	0.8666046	0.7063096	0.889456	1.163305
21ur-10522	4.513564	3.4069028	3.057501	1.07024
21ur-10523	1.0110386	0.8724988	1.890099	1.3494338
21ur-10524	4.1524766	3.2407128	2.612777	2.28008
21ur-10525	0.2166515	0.1246428	0.111182	0
21ur-10526	0.0361085	0.0415476	0.055591	0.0930644
21ur-10527	1.5346148	0.8309514	0.444728	0.9539107
21ur-10528	0.433302	0.3323806	0.222364	0.651451
21ur-10529	1.0832555	1.2464278	1.167411	1.3029044
21ur-1053	2.8164685	2.2020176	2.612773	1.628627
21ur-7263	0.0722171	0.0415476	0.889456	1.02371
21ur-10531	0.686062	0.540119	0.222364	0.0930644
21ur-10532	0.6499536	0.830952	0.166773	0.7910472
21ur-10533	0.974931	1.080238	0.444728	0.4187904
21ur-10534	1.0110382	1.2048806	1.278593	1.1633052
21ur-10535	0.1083256	0.1246428	0.055591	0.3257258
21ur-10537	0.613845	0.4985708	1.05623	1.16331
21ur-10538	0.180543	0.0415476	0.277955	0.744515
21ur-10539	0.0361085	0.0830952	0	0
21ur-10540	0	0	0	0
21ur-10541	1.733214	1.0386898	3.613412	1.7216914
21ur-10542	0.7221711	0.207738	0.55591	0.325725
21ur-10543	0.6860616	0.8724992	1.334184	0.651451
21ur-10546	0.0361085	0.1661904	0.055591	0.372258
21ur-4894	2.9247915	2.2435652	18.900946	15.541787
21ur-10549	0	0	0.111182	0.0465322
21ur-1055	9.3521106	12.5057812	8.6722	4.8858806
21ur-10550	0.4694105	0.498571	0.389137	0.604919
21ur-10551	1.372127	1.7450004	1.890092	6.0026532
21ur-10552	1.29991	1.1633276	1.167411	0.4653216
21ur-10553	0.794388	0.6232136	0.55591	0.279193
21ur-10554	1.660988	1.5788052	1.500953	0.8841122
21ur-10555	0	0	0.055591	0
21ur-10556	8.9188041	4.3209476	10.4511	3.16419
21ur-10558	1.769314	1.5372576	2.723958	1.6286322
21ur-1056	0.216651	0.997142	0.500319	0.930644
21ur-10560	0.1805426	0.2492856	0.444728	0.558386
21ur-10561	0.108326	0.124643	0.444728	0.0465322
21ur-10562	0.144434	0.290833	0.222364	0.186129
21ur-10563	0.1444345	0.0830952	0	0.0465322
21ur-10564	1.1193685	0.997142	0.500319	0.6049182
21ur-10566	0.0361085	0	0	0.139597
21ur-10567	0.216651	0.124643	0.222364	0.0465322
21ur-10568	1.372124	0.7478576	0.333546	0.83758
21ur-10569	0.072217	0	0	0
21ur-1057	11.5546985	11.7995084	5.503511	9.073782
21ur-10571	0.0722171	0.0830952	0.111182	0.2326614
21ur-10574	0.108326	0.0830952	0.055591	0.0465322
21ur-10575	0.0722171	0.124643	0.055591	0
21ur-10577	0	0	0	0.0465322
21ur-10579	0.216651	0.16619	0.222364	0.791048
21ur-1058	0.1083255	0.0415476	0.111182	0.1861292
21ur-10581	1.11936	0.4154756	1.50096	0.558386
21ur-10582	0.6499536	0.498571	1.445367	0.697983
21ur-10583	0.180543	0.0830952	0.111182	0.279193
21ur-10584	1.9498585	1.0802372	2.55719	4.60669
21ur-10585	1.3360171	1.03869	1.72332	1.34943
21ur-10587	0.397194	0.290833	0.333546	0.0930644
21ur-10588	1.5526685	0.7894046	0.778274	0.2791932
21ur-10589	0.3610856	0.6232136	0.222364	0.7445154
21ur-1059	9.424323	8.517253	7.449192	11.028097
21ur-10590	0.108326	0.124643	0.166773	0.232661
21ur-10591	0	0.0830952	0.055591	0.325725
21ur-10592	1.119365	0.747857	2.001281	0.930644
21ur-10593	0	0	0	0
21ur-10594	0.938822	0.7894046	0.833865	0.139597
21ur-10595	0.108326	0.415476	0.166773	0.604919
21ur-10596	0.0361085	0.1661906	0.166773	0.3257252
21ur-10597	0.0722171	0.0415476	0.055591	0
